#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,World,"177,086,088","+64,266","3,829,038","+1,437","161,294,735","+84,758","11,962,315","84,444","22,718",491.2,,,,All,,,,,,,
168,San Marino,"5,090",,90 ,,"4,999",,1,,"149,710","2,647","67,456","1,984,058","33,999 ",Europe,73781,,,29
169,Burundi,"5,026",,8 ,,773,,"4,245",,411,0.7,"309,390","25,307","12,225,417 ",Africa,"2,4321,528,17740",,,347
170,Eritrea,"4,981",,16 ,,"4,420",,545,,"1,386",4,"23,693","6,594","3,593,026 ",Africa,"721224,564152",,,152
171,Chad,"4,943",,174 ,,"4,767",,2,,293,10,"122,852","7,282","16,871,390 ",Africa,"3,41396,962137",,,0.1
172,Sierra Leone,"4,433",,82 ,,"3,184",,"1,167",,545,10,"153,646","18,897","8,130,714 ",Africa,"1,83499,15553",,,144
173,Gibraltar,"4,312",,94 ,,"4,205",,13,,"128,025","2,791","265,300","7,876,845","33,681 ",Europe,83580,,,386
174,Channel Islands,"4,112",,86 ,,"3,956",,70,,"23,445",490,"454,413","2,590,916","175,387 ",Europe,"432,0390",,,399
175,Barbados,"4,037",,47 ,,"3,971",,19,,"14,031",163,"176,862","614,723","287,710 ",North America,"716,1212",,,66
176,Comoros,"3,901",,146 ,,"3,738",,17,,"4,397",165,,,"887,151 ",Africa,"2276,076",,,19
177,Guinea-Bissau,"3,803",,69 ,,"3,548",,186,4,"1,890",34,"70,423","35,001","2,012,036 ",Africa,"52929,16029",,,92
178,Liechtenstein,"3,026",,59 ,,"2,948",,19,3,"79,148","1,543","45,301","1,184,897","38,232 ",Europe,136481,,,497
179,New Zealand,"2,709",,26 ,,"2,656",,27,,542,5,"2,195,282","438,872","5,002,100 ",Australia/Oceania,"1,846192,3882",,,5
180,Liberia,"2,575",,94 ,,"2,099",,382,2,498,18,"112,988","21,854","5,170,226 ",Africa,"2,00855,00246",,,74
181,Sint Maarten,"2,532",,32 ,,"2,432",,68,2,"58,424",738,"28,642","660,898","43,338 ",North America,"171,3542",,,"1,569"
182,Monaco,"2,526",,33 ,,"2,473",,20,1,"63,938",835,"51,953","1,315,033","39,507 ",Europe,"161,1971",,,506
183,Bermuda,"2,498",,33 ,,"2,461",,4,7,"40,252",532,"295,775","4,766,029","62,059 ",North America,"251,8810",,,64
184,Turks and Caicos,"2,423",,18 ,,"2,389",,16,2,"61,789",459,"94,789","2,417,223","39,214 ",North America,"162,1790",,,408
185,Sao Tome and Principe,"2,358",,37 ,,"2,307",,14,,"10,573",166,"14,270","63,986","223,018 ",Africa,"956,02816",,,63
186,St. Vincent Grenadines,"2,156",,12 ,,"1,898",,246,2,"19,375",108,"51,239","460,472","111,275 ",North America,"529,2732",,,"2,211"
187,Saint Martin,"2,040",,12 ,,"1,399",,629,7,"51,919",305,"27,588","702,128","39,292 ",North America,"193,2741",,,"16,008"
188,Laos,"2,025",+15,3 ,,"1,905",+25,117,,275,0.4,"274,907","37,272","7,375,786 ",Asia,"3,6422,458,59527",2,,16
189,Bhutan,"1,826",,1 ,,"1,467",,358,,"2,342",1,"798,573","1,024,229","779,682 ",Asia,"427779,6821",,,459
190,Mauritius,"1,701",,18 ,,"1,265",,418,,"1,335",14,"358,675","281,584","1,273,778 ",Africa,"74970,7654",,,328
191,Caribbean Netherlands,"1,619",,17 ,,"1,598",,4,,"61,198",643,"8,550","323,190","26,455 ",North America,"161,5563",,,151
192,Isle of Man,"1,599",,29 ,,"1,566",,4,1,"18,710",339,"66,925","783,106","85,461 ",Europe,"532,9471",,,47
193,Fiji,"1,322",+116,5 ,+1,367,+32,950,2,"1,465",6,"153,372","169,918","902,624 ",Australia/Oceania,"683180,5256",129,1,"1,052"
194,Antigua and Barbuda,"1,263",,42 ,,"1,214",,7,,"12,796",426,"16,700","169,200","98,700 ",North America,"782,3506",,,71
195,St. Barth,"1,005",,1 ,,462,,542,,"101,454",101,"26,385","2,663,537","9,906 ",North America,"109,9060",,,"54,714"
196,Faeroe Islands,757,,1 ,,728,+1,28,,"15,436",20,"294,170","5,998,573","49,040 ",Europe,"6549,0400",,,571
197,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
198,Cayman Islands,593,,2 ,,581,,10,,"8,923",30,"101,192","1,522,715","66,455 ",North America,"11233,2281",,,150
199,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,342,579 ",Africa,"120,5162,921,075",,,5
200,Wallis and Futuna,445,,7 ,,438,,0,,"40,268",633,"20,508","1,855,760","11,051 ",Australia/Oceania,"251,5791",,,
201,Brunei ,248,,3 ,,239,,6,,562,7,"133,432","302,251","441,461 ",Asia,"1,780147,1543",,,14
202,British Virgin Islands,248,,1 ,,209,,38,,"8,152",33,"39,777","1,307,508","30,422 ",North America,"12330,4221",,,"1,249"
203,Saint Kitts and Nevis,209,+22, ,,64,,145,1,"3,902",,"19,154","357,638","53,557 ",North America,2563,411,,"2,707"
204,Dominica,189,, ,,188,,1,,"2,619",,"17,447","241,796","72,156 ",North America,3824,,,14
205,Grenada,161,,1 ,,160,,0,,"1,425",9,"28,684","253,798","113,019 ",North America,"702113,0194",,,
206,New Caledonia,128,, ,,58,,70,,444,,"33,057","114,739","288,107 ",Australia/Oceania,"2,2519",,,243
207,Anguilla,109,, ,,109,,0,,"7,204",,"22,201","1,467,350","15,130 ",North America,1391,,,
208,Falkland Islands,63,, ,,63,,0,,"17,617",,"7,307","2,043,345","3,576 ",South America,570,,,
209,Macao,52,, ,,51,,1,,79,,"4,483","6,816","657,740 ",Asia,"12,649147",,,2
210,Greenland,44,, ,,40,,4,,774,,"26,882","472,742","56,864 ",North America,"1,2922",,,70
211,Vatican City,27,, ,,27,,0,,"33,624",,,,803 ,Europe,30,,,
212,Saint Pierre Miquelon,25,, ,,25,,0,,"4,335",,"5,736","994,625","5,767 ",North America,2311,,,
213,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,408","281,882","4,995 ",North America,"2504,9954",,,
214,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,403","702,826 ",Australia/Oceania,"35,141156",,,
215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"611,239 ",Africa,"61,124611,239",,,2
216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
217,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,262","313,940 ",Australia/Oceania,"78,485313,94014",,,
218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,570 ",Australia/Oceania,"14,893",,,
219,Samoa,3,, ,,3,,0,,15,,,,"199,668 ",Australia/Oceania,"66,556",,,
220,Saint Helena,2,, ,,2,,0,,328,,,,"6,094 ",Africa,"3,047",,,
221,Micronesia,1,, ,,1,,0,,9,,,,"116,169 ",Australia/Oceania,"116,169",,,
222,China,"91,471",+20,"4,636 ",,"86,352",+8,483,14,64,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,735310,4679",0.01,,0.3
,Total:,"40,196,072","+1,584","908,077",+64,"33,337,352","+3,484","5,950,643","11,787",,,,,,North America, ,,,,,
,Total:,"53,711,562","+43,305","749,653",+730,"50,868,040","+56,003","2,093,869","27,215",,,,,,Asia, ,,,,,
,Total:,"30,763,182","+2,152","947,002",+72,"27,868,781","+2,363","1,947,399","32,343",,,,,,South America, ,,,,,
,Total:,"47,238,679","+16,783","1,087,642",+566,"44,592,515","+22,565","1,558,522","10,314",,,,,,Europe, ,,,,,
,Total:,"5,105,343",+316,"135,393",+4,"4,559,836",+311,"410,114","2,775",,,,,,Africa, ,,,,,
,Total:,"70,529",+126,"1,256",+1,"67,505",+32,"1,768",10,,,,,,Australia/Oceania, ,,,,,
,Total:,721,,15,,706,,0,0,,,,,,, ,,,,,
,Total:,"177,086,088","+64,266","3,829,038","+1,437","161,294,735","+84,758","11,962,315","84,444","22,718.5",491.2,,,,All,,,,,,,
